customer_id,recency,frequency,monetary,customer_type,r_score,f_score,m_score,rfm_score,rfm_avg_score,segment
C00360,85,6,2112.33,Regular,3,4,3,343,3.3333333333333335,Promising
C00361,141,4,300.78,Regular,4,2,1,421,2.3333333333333335,New Customers
C00362,47,4,1265.63,Regular,2,2,2,222,2.0,About to Sleep
C00363,278,4,1158.9299999999998,Regular,5,2,2,522,3.0,New Customers
C00364,19,3,327.72,Regular,1,1,1,111,1.0,About to Sleep
C00365,336,6,8801.11,VIP,5,4,5,545,4.666666666666667,Champions
C00366,91,3,213.26,Occasional,3,1,1,311,1.6666666666666667,Others
C00367,183,5,475.71,Regular,4,3,1,431,2.6666666666666665,Potential Loyalists
C00368,9,5,950.5699999999999,Regular,1,3,2,132,2.0,Others
C00369,163,11,2463.59,Occasional,4,5,4,454,4.333333333333333,Champions
C00370,456,2,671.5999999999999,Regular,5,1,1,511,2.3333333333333335,New Customers
C00371,143,10,4590.34,Regular,4,5,5,455,4.666666666666667,Champions
C00372,216,5,7214.25,Regular,4,3,5,435,4.0,Potential Loyalists
C00373,74,7,9837.47,Regular,3,4,5,345,4.0,Loyal Customers
C00374,16,3,1339.02,VIP,1,1,2,112,1.3333333333333333,About to Sleep
C00375,53,2,108.22,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00376,12,6,1190.85,Regular,1,4,2,142,2.3333333333333335,Others
C00377,185,4,590.0100000000001,Regular,4,2,1,421,2.3333333333333335,New Customers
C00378,676,1,261.3,VIP,5,1,1,511,2.3333333333333335,New Customers
C00379,436,4,568.9,Occasional,5,2,1,521,2.6666666666666665,New Customers
C00380,44,3,1520.75,Regular,2,1,3,213,2.0,About to Sleep
C00381,50,3,1278.01,Occasional,2,1,2,212,1.6666666666666667,About to Sleep
C00382,99,4,313.06,Regular,3,2,1,321,2.0,Others
C00383,22,4,1143.7,VIP,1,2,2,122,1.6666666666666667,About to Sleep
C00384,39,4,331.25,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C00385,173,4,959.04,Occasional,4,2,2,422,2.6666666666666665,New Customers
C00386,111,5,918.44,Regular,3,3,2,332,2.6666666666666665,Promising
C00387,29,7,1685.27,VIP,1,4,3,143,2.6666666666666665,At Risk
C00388,116,6,866.85,Regular,3,4,2,342,3.0,Promising
C00389,114,2,548.11,Regular,3,1,1,311,1.6666666666666667,Others
C00390,149,8,3159.9,VIP,4,5,4,454,4.333333333333333,Champions
C00391,251,5,3673.58,VIP,5,3,5,535,4.333333333333333,Potential Loyalists
C00392,598,2,302.96999999999997,Regular,5,1,1,511,2.3333333333333335,New Customers
C00393,69,3,160.18,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00394,79,10,5182.38,VIP,3,5,5,355,4.333333333333333,Loyal Customers
C00395,8,5,4427.67,Regular,1,3,5,135,3.0,At Risk
C00396,94,4,1053.71,Regular,3,2,2,322,2.3333333333333335,Promising
C00397,346,4,1786.33,Regular,5,2,3,523,3.3333333333333335,New Customers
C00398,224,3,476.92999999999995,Regular,5,1,1,511,2.3333333333333335,New Customers
C00399,73,5,1502.8400000000001,Regular,3,3,3,333,3.0,Promising
C00400,450,4,2114.43,VIP,5,2,3,523,3.3333333333333335,New Customers
C00401,33,9,2509.79,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C00402,19,5,413.16,VIP,1,3,1,131,1.6666666666666667,Others
C00403,20,4,2965.1800000000003,Regular,1,2,4,124,2.3333333333333335,About to Sleep
C00404,654,1,99.05,Regular,5,1,1,511,2.3333333333333335,New Customers
C00405,114,3,2001.08,Regular,3,1,3,313,2.3333333333333335,Others
C00406,5,9,3732.66,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00407,83,5,1530.65,Regular,3,3,3,333,3.0,Promising
C00408,7,5,2206.41,VIP,1,3,4,134,2.6666666666666665,At Risk
C00409,182,6,2479.12,Regular,4,4,4,444,4.0,Champions
C00410,333,7,8562.28,Regular,5,4,5,545,4.666666666666667,Champions
C00411,87,6,5034.1900000000005,Regular,3,4,5,345,4.0,Loyal Customers
C00412,28,7,4318.889999999999,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C00413,54,3,657.69,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00414,205,7,4143.65,Occasional,4,4,5,445,4.333333333333333,Champions
C00415,66,9,2730.45,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C00416,7,7,1188.02,Regular,1,4,2,142,2.3333333333333335,Others
C00417,239,2,755.13,Regular,5,1,2,512,2.6666666666666665,New Customers
C00418,168,7,1693.35,Occasional,4,4,3,443,3.6666666666666665,Potential Loyalists
C00419,313,4,3453.3599999999997,Regular,5,2,4,524,3.6666666666666665,New Customers
C00420,78,3,2663.2,Regular,3,1,4,314,2.6666666666666665,Others
C00421,307,4,2316.97,Regular,5,2,4,524,3.6666666666666665,New Customers
C00422,72,4,1292.6,Regular,2,2,2,222,2.0,About to Sleep
C00423,86,5,1667.3200000000002,Regular,3,3,3,333,3.0,Promising
C00424,48,4,700.04,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C00425,118,5,1505.52,Occasional,3,3,3,333,3.0,Promising
C00426,68,4,1596.4299999999998,VIP,2,2,3,223,2.3333333333333335,About to Sleep
C00427,15,9,7883.54,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00428,9,10,4171.47,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C00429,155,1,16.58,Regular,4,1,1,411,2.0,New Customers
C00430,208,3,358.23,Regular,4,1,1,411,2.0,New Customers
C00431,23,3,654.12,Regular,1,1,1,111,1.0,About to Sleep
C00432,670,3,171.26999999999998,Regular,5,1,1,511,2.3333333333333335,New Customers
C00433,51,4,461.06,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C00434,57,6,3964.1,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C00435,36,7,901.18,Regular,2,4,2,242,2.6666666666666665,Others
C00436,332,2,107.33,Regular,5,1,1,511,2.3333333333333335,New Customers
C00437,9,3,4010.88,Regular,1,1,5,115,2.3333333333333335,About to Sleep
C00438,251,3,3334.4500000000003,Regular,5,1,4,514,3.3333333333333335,New Customers
C00439,92,5,2080.9,Occasional,3,3,3,333,3.0,Promising
C00440,155,4,4035.5099999999998,Regular,4,2,5,425,3.6666666666666665,New Customers
C00441,11,6,7463.85,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C00442,19,5,1187.81,VIP,1,3,2,132,2.0,Others
C00443,75,5,907.47,Regular,3,3,2,332,2.6666666666666665,Promising
C00444,46,5,2215.2400000000002,Regular,2,3,4,234,3.0,At Risk
C00445,247,3,489.27,Regular,5,1,1,511,2.3333333333333335,New Customers
C00446,31,8,6041.61,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00447,178,5,4209.75,Regular,4,3,5,435,4.0,Potential Loyalists
C00448,95,5,940.6800000000001,Regular,3,3,2,332,2.6666666666666665,Promising
C00449,2,11,3556.54,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C00450,117,4,3209.2499999999995,VIP,3,2,4,324,3.0,Promising
C00451,227,3,1791.5100000000002,Regular,5,1,3,513,3.0,New Customers
C00452,209,6,2238.95,Regular,4,4,4,444,4.0,Champions
C00453,296,4,2452.8199999999997,Regular,5,2,4,524,3.6666666666666665,New Customers
C00454,446,3,1790.3100000000002,Regular,5,1,3,513,3.0,New Customers
C00455,46,2,1025.91,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C00456,72,3,1493.92,Regular,2,1,3,213,2.0,About to Sleep
C00457,269,4,362.57,Regular,5,2,1,521,2.6666666666666665,New Customers
C00458,58,8,5512.35,Regular,2,5,5,255,4.0,Loyal Customers
C00459,101,3,1365.6699999999998,Regular,3,1,3,313,2.3333333333333335,Others
C00460,258,2,649.66,Regular,5,1,1,511,2.3333333333333335,New Customers
C00461,101,4,396.56,Regular,3,2,1,321,2.0,Others
C00462,134,6,1521.46,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C00463,110,3,236.61,Occasional,3,1,1,311,1.6666666666666667,Others
C00464,227,3,2236.3799999999997,VIP,5,1,4,514,3.3333333333333335,New Customers
C00465,53,6,1387.62,VIP,2,4,3,243,3.0,At Risk
C00466,41,10,3154.87,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C00467,148,6,1899.88,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C00469,57,2,1659.44,Occasional,2,1,3,213,2.0,About to Sleep
C00470,74,3,1797.42,Regular,3,1,3,313,2.3333333333333335,Others
C00471,166,6,2210.0,Regular,4,4,4,444,4.0,Champions
C00472,62,3,1764.4099999999999,VIP,2,1,3,213,2.0,About to Sleep
C00473,59,7,2814.59,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C00474,63,1,88.09,VIP,2,1,1,211,1.3333333333333333,About to Sleep
C00475,14,4,289.17,VIP,1,2,1,121,1.3333333333333333,About to Sleep
C00476,203,5,759.78,Regular,4,3,2,432,3.0,Potential Loyalists
C00477,139,8,3211.47,Regular,4,5,4,454,4.333333333333333,Champions
C00478,155,3,1045.72,VIP,4,1,2,412,2.3333333333333335,New Customers
C00479,284,3,2618.02,Regular,5,1,4,514,3.3333333333333335,New Customers
C00480,205,3,469.54999999999995,Occasional,4,1,1,411,2.0,New Customers
C00481,28,7,1830.52,Regular,1,4,3,143,2.6666666666666665,At Risk
C00482,323,7,4088.68,Occasional,5,4,5,545,4.666666666666667,Champions
C00483,108,8,1827.25,Occasional,3,5,3,353,3.6666666666666665,Promising
C00484,73,4,588.54,Regular,3,2,1,321,2.0,Others
C00485,79,5,936.75,Regular,3,3,2,332,2.6666666666666665,Promising
C00486,555,1,55.51,VIP,5,1,1,511,2.3333333333333335,New Customers
C00487,53,4,221.23000000000002,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C00488,297,5,1557.0900000000001,Regular,5,3,3,533,3.6666666666666665,Potential Loyalists
C00489,9,7,2363.33,VIP,1,4,4,144,3.0,Loyal Customers
C00490,218,6,6149.75,Occasional,4,4,5,445,4.333333333333333,Champions
C00491,90,5,1618.44,Regular,3,3,3,333,3.0,Promising
C00492,22,5,2238.96,Regular,1,3,4,134,2.6666666666666665,At Risk
C00493,87,4,1626.99,Occasional,3,2,3,323,2.6666666666666665,Promising
C00494,12,2,471.5,Regular,1,1,1,111,1.0,About to Sleep
C00495,217,9,4571.469999999999,Regular,4,5,5,455,4.666666666666667,Champions
C00496,115,4,4500.64,Regular,3,2,5,325,3.3333333333333335,Promising
C00497,35,5,4593.0,Regular,2,3,5,235,3.3333333333333335,At Risk
C00498,194,4,1499.01,Regular,4,2,3,423,3.0,New Customers
C00499,29,9,1759.17,Regular,1,5,3,153,3.0,At Risk
C00500,233,5,569.83,Regular,5,3,1,531,3.0,Potential Loyalists
C00501,204,5,3133.2,Occasional,4,3,4,434,3.6666666666666665,Potential Loyalists
C00502,688,1,52.99,Regular,5,1,1,511,2.3333333333333335,New Customers
C00503,225,5,1570.25,Regular,5,3,3,533,3.6666666666666665,Potential Loyalists
C00504,165,7,839.8399999999999,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C00505,102,9,3096.68,VIP,3,5,4,354,4.0,Loyal Customers
C00506,92,5,1338.1399999999999,Occasional,3,3,2,332,2.6666666666666665,Promising
C00507,571,1,140.8,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00508,59,3,488.71999999999997,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00509,19,8,2869.42,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C00510,329,2,297.91,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00511,87,2,2049.57,VIP,3,1,3,313,2.3333333333333335,Others
C00512,79,7,2077.21,Occasional,3,4,3,343,3.3333333333333335,Promising
C00513,144,3,440.94,Regular,4,1,1,411,2.0,New Customers
C00514,23,4,594.84,Occasional,1,2,1,121,1.3333333333333333,About to Sleep
C00515,11,11,5126.3,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00516,326,3,779.5999999999999,Regular,5,1,2,512,2.6666666666666665,New Customers
C00517,113,2,1104.9299999999998,VIP,3,1,2,312,2.0,Others
C00518,49,4,6255.700000000001,Occasional,2,2,5,225,3.0,About to Sleep
C00519,42,4,318.1,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C00520,33,6,1239.3600000000001,Occasional,2,4,2,242,2.6666666666666665,Others
C00521,78,4,667.84,Regular,3,2,1,321,2.0,Others
C00522,29,7,7124.73,Occasional,1,4,5,145,3.3333333333333335,Loyal Customers
C00523,223,5,1228.54,Regular,4,3,2,432,3.0,Potential Loyalists
C00524,248,4,1632.52,Regular,5,2,3,523,3.3333333333333335,New Customers
C00525,15,4,2647.92,Regular,1,2,4,124,2.3333333333333335,About to Sleep
C00526,99,4,1300.1699999999998,Occasional,3,2,2,322,2.3333333333333335,Promising
C00527,153,1,40.51,Regular,4,1,1,411,2.0,New Customers
C00528,15,7,6210.33,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C00529,8,3,1077.9299999999998,VIP,1,1,2,112,1.3333333333333333,About to Sleep
C00530,136,6,4581.76,VIP,4,4,5,445,4.333333333333333,Champions
C00531,39,4,716.5,Regular,2,2,2,222,2.0,About to Sleep
C00532,88,3,1160.02,Occasional,3,1,2,312,2.0,Others
C00533,317,2,125.91,VIP,5,1,1,511,2.3333333333333335,New Customers
C00534,89,5,588.03,Occasional,3,3,1,331,2.3333333333333335,Others
C00535,44,8,2987.45,Occasional,2,5,4,254,3.6666666666666665,Loyal Customers
C00536,25,4,1175.76,Regular,1,2,2,122,1.6666666666666667,About to Sleep
C00537,25,7,5572.38,Occasional,1,4,5,145,3.3333333333333335,Loyal Customers
C00538,273,3,756.14,Regular,5,1,2,512,2.6666666666666665,New Customers
C00539,10,7,2986.34,Regular,1,4,4,144,3.0,Loyal Customers
C00540,271,4,2951.27,VIP,5,2,4,524,3.6666666666666665,New Customers
C00541,259,3,496.4,Regular,5,1,1,511,2.3333333333333335,New Customers
C00542,113,7,1214.6,Regular,3,4,2,342,3.0,Promising
C00543,33,5,1566.57,Occasional,2,3,3,233,2.6666666666666665,At Risk
C00544,5,2,251.64,VIP,1,1,1,111,1.0,About to Sleep
C00545,106,8,3182.94,Regular,3,5,4,354,4.0,Loyal Customers
C00546,50,3,943.9200000000001,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C00547,132,4,3619.23,Regular,4,2,5,425,3.6666666666666665,New Customers
C00548,153,2,3531.12,VIP,4,1,4,414,3.0,New Customers
C00549,19,10,2847.84,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C00550,304,2,624.95,VIP,5,1,1,511,2.3333333333333335,New Customers
C00551,88,4,3331.44,Occasional,3,2,4,324,3.0,Promising
C00552,175,4,508.02,Regular,4,2,1,421,2.3333333333333335,New Customers
C00553,288,3,2708.49,Regular,5,1,4,514,3.3333333333333335,New Customers
C00554,79,6,1017.1800000000001,Occasional,3,4,2,342,3.0,Promising
C00555,306,8,4985.45,Regular,5,5,5,555,5.0,Champions
C00556,332,1,63.32,Regular,5,1,1,511,2.3333333333333335,New Customers
C00557,470,3,226.64000000000001,Regular,5,1,1,511,2.3333333333333335,New Customers
C00558,7,2,313.82000000000005,Regular,1,1,1,111,1.0,About to Sleep
C00559,85,2,188.23,Regular,3,1,1,311,1.6666666666666667,Others
C00560,102,6,1821.6,Regular,3,4,3,343,3.3333333333333335,Promising
C00561,32,7,1205.5,Regular,2,4,2,242,2.6666666666666665,Others
C00562,52,3,814.52,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C00563,43,5,1658.96,Regular,2,3,3,233,2.6666666666666665,At Risk
C00564,79,4,1288.1100000000001,Regular,3,2,2,322,2.3333333333333335,Promising
C00565,149,5,813.73,Regular,4,3,2,432,3.0,Potential Loyalists
C00566,127,4,5666.8,VIP,3,2,5,325,3.3333333333333335,Promising
C00567,40,3,609.28,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00568,59,5,3038.13,Regular,2,3,4,234,3.0,At Risk
C00569,4,6,687.05,Regular,1,4,1,141,2.0,Others
C00570,42,6,2256.54,VIP,2,4,4,244,3.3333333333333335,Loyal Customers
C00571,153,4,715.27,Occasional,4,2,2,422,2.6666666666666665,New Customers
C00572,152,4,1188.33,VIP,4,2,2,422,2.6666666666666665,New Customers
C00573,250,6,3750.55,Regular,5,4,5,545,4.666666666666667,Champions
C00574,66,4,7870.11,Regular,2,2,5,225,3.0,About to Sleep
C00575,35,9,7152.68,Occasional,2,5,5,255,4.0,Loyal Customers
C00576,43,4,1418.67,VIP,2,2,3,223,2.3333333333333335,About to Sleep
C00577,140,5,863.75,Regular,4,3,2,432,3.0,Potential Loyalists
C00578,37,6,817.0500000000001,Regular,2,4,2,242,2.6666666666666665,Others
C00579,43,7,2150.83,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C00580,32,5,1278.24,VIP,2,3,2,232,2.3333333333333335,Others
C00581,17,7,2525.12,Regular,1,4,4,144,3.0,Loyal Customers
C00582,34,3,1317.75,VIP,2,1,2,212,1.6666666666666667,About to Sleep
C00583,50,2,443.10999999999996,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00584,260,9,5141.4,Regular,5,5,5,555,5.0,Champions
C00585,113,8,2314.77,Regular,3,5,4,354,4.0,Loyal Customers
C00586,194,6,1790.8400000000001,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C00587,134,5,508.26,Regular,4,3,1,431,2.6666666666666665,Potential Loyalists
C00588,191,6,1104.02,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C00589,59,4,6503.12,Regular,2,2,5,225,3.0,About to Sleep
C00590,5,6,1262.5,Regular,1,4,2,142,2.3333333333333335,Others
C00591,29,4,1073.4099999999999,Regular,1,2,2,122,1.6666666666666667,About to Sleep
C00592,113,5,3419.57,Regular,3,3,4,334,3.3333333333333335,Promising
C00593,55,4,810.03,Regular,2,2,2,222,2.0,About to Sleep
C00594,51,3,355.18,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00595,29,3,2321.8,Occasional,1,1,4,114,2.0,About to Sleep
C00596,20,8,2098.17,Occasional,1,5,3,153,3.0,At Risk
C00597,246,5,2103.33,Occasional,5,3,3,533,3.6666666666666665,Potential Loyalists
C00598,28,4,403.88,Regular,1,2,1,121,1.3333333333333333,About to Sleep
C00599,193,7,610.82,Regular,4,4,1,441,3.0,Potential Loyalists
C00600,1,6,2532.2,Regular,1,4,4,144,3.0,Loyal Customers
C00601,373,3,355.73,Regular,5,1,1,511,2.3333333333333335,New Customers
C00602,123,3,2049.8,Regular,3,1,3,313,2.3333333333333335,Others
C00603,23,4,660.99,Regular,1,2,1,121,1.3333333333333333,About to Sleep
C00604,39,6,1833.67,Regular,2,4,3,243,3.0,At Risk
C00605,37,6,1269.81,Regular,2,4,2,242,2.6666666666666665,Others
C00606,94,11,2754.88,Regular,3,5,4,354,4.0,Loyal Customers
C00607,203,7,10242.3,Occasional,4,4,5,445,4.333333333333333,Champions
C00608,248,8,2229.4900000000002,Regular,5,5,4,554,4.666666666666667,Champions
C00609,185,3,503.45000000000005,Regular,4,1,1,411,2.0,New Customers
C00610,382,1,109.86,Regular,5,1,1,511,2.3333333333333335,New Customers
C00611,39,4,2718.45,Regular,2,2,4,224,2.6666666666666665,About to Sleep
C00612,81,6,1716.25,Occasional,3,4,3,343,3.3333333333333335,Promising
C00613,32,2,476.02,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00614,266,6,1433.72,Regular,5,4,3,543,4.0,Potential Loyalists
C00615,279,3,886.3000000000001,Regular,5,1,2,512,2.6666666666666665,New Customers
C00616,174,3,1570.32,VIP,4,1,3,413,2.6666666666666665,New Customers
C00617,53,8,3762.8,VIP,2,5,5,255,4.0,Loyal Customers
C00618,137,7,2732.33,Regular,4,4,4,444,4.0,Champions
C00619,87,6,1284.6200000000001,Regular,3,4,2,342,3.0,Promising
C00620,79,2,1975.3600000000001,VIP,3,1,3,313,2.3333333333333335,Others
C00621,102,10,7711.78,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C00622,78,3,1457.11,VIP,3,1,3,313,2.3333333333333335,Others
C00623,321,3,1211.2,Regular,5,1,2,512,2.6666666666666665,New Customers
C00624,16,6,3306.72,Regular,1,4,4,144,3.0,Loyal Customers
C00625,363,5,2074.81,VIP,5,3,3,533,3.6666666666666665,Potential Loyalists
C00626,473,2,230.20000000000002,Regular,5,1,1,511,2.3333333333333335,New Customers
C00627,52,9,3189.04,Occasional,2,5,4,254,3.6666666666666665,Loyal Customers
C00628,98,8,1784.6100000000001,Occasional,3,5,3,353,3.6666666666666665,Promising
C00629,99,2,211.82999999999998,Regular,3,1,1,311,1.6666666666666667,Others
C00630,183,4,1629.94,Occasional,4,2,3,423,3.0,New Customers
C00631,86,7,2891.7,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C00632,152,6,1931.4499999999998,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C00633,455,2,166.18,VIP,5,1,1,511,2.3333333333333335,New Customers
C00634,16,9,2448.41,Occasional,1,5,4,154,3.3333333333333335,Loyal Customers
C00635,477,1,614.14,Regular,5,1,1,511,2.3333333333333335,New Customers
C00636,165,7,3630.7299999999996,Regular,4,4,5,445,4.333333333333333,Champions
C00637,84,8,4570.61,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C00638,215,3,314.67,Regular,4,1,1,411,2.0,New Customers
C00639,5,5,1219.74,Occasional,1,3,2,132,2.0,Others
C00640,576,4,2560.3,Regular,5,2,4,524,3.6666666666666665,New Customers
C00641,190,4,1001.31,Regular,4,2,2,422,2.6666666666666665,New Customers
C00642,415,4,2910.41,Occasional,5,2,4,524,3.6666666666666665,New Customers
C00643,126,3,92.21000000000001,Regular,3,1,1,311,1.6666666666666667,Others
C00644,198,4,668.77,Regular,4,2,1,421,2.3333333333333335,New Customers
C00645,103,5,1828.75,Occasional,3,3,3,333,3.0,Promising
C00646,8,8,5263.61,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C00647,46,5,8397.64,VIP,2,3,5,235,3.3333333333333335,At Risk
C00648,103,1,23.03,Occasional,3,1,1,311,1.6666666666666667,Others
C00649,279,5,868.47,Regular,5,3,2,532,3.3333333333333335,Potential Loyalists
C00650,144,6,2439.0499999999997,Occasional,4,4,4,444,4.0,Champions
C00651,7,8,6728.02,VIP,1,5,5,155,3.6666666666666665,Loyal Customers
C00652,216,4,4707.46,Occasional,4,2,5,425,3.6666666666666665,New Customers
C00653,426,2,230.02,Regular,5,1,1,511,2.3333333333333335,New Customers
C00654,18,7,2312.13,Regular,1,4,4,144,3.0,Loyal Customers
C00655,8,6,1472.73,VIP,1,4,3,143,2.6666666666666665,At Risk
C00656,124,4,3467.34,Regular,3,2,4,324,3.0,Promising
C00657,3,7,1345.25,Occasional,1,4,2,142,2.3333333333333335,Others
C00658,281,5,870.37,Regular,5,3,2,532,3.3333333333333335,Potential Loyalists
C00659,167,6,2640.26,Regular,4,4,4,444,4.0,Champions
C00660,103,6,4056.8300000000004,Regular,3,4,5,345,4.0,Loyal Customers
C00661,272,4,2139.87,Regular,5,2,4,524,3.6666666666666665,New Customers
C00662,553,3,2387.23,Regular,5,1,4,514,3.3333333333333335,New Customers
C00663,3,4,141.15,Occasional,1,2,1,121,1.3333333333333333,About to Sleep
C00664,239,6,3274.77,Regular,5,4,4,544,4.333333333333333,Champions
C00665,384,2,269.08,Regular,5,1,1,511,2.3333333333333335,New Customers
C00666,52,11,6141.99,Regular,2,5,5,255,4.0,Loyal Customers
C00667,153,7,6047.0599999999995,Regular,4,4,5,445,4.333333333333333,Champions
C00668,370,1,428.77,Regular,5,1,1,511,2.3333333333333335,New Customers
C00669,180,3,655.91,Regular,4,1,1,411,2.0,New Customers
C00670,317,6,758.41,Regular,5,4,2,542,3.6666666666666665,Potential Loyalists
C00671,3,9,3718.31,VIP,1,5,5,155,3.6666666666666665,Loyal Customers
C00672,308,5,6259.11,Regular,5,3,5,535,4.333333333333333,Potential Loyalists
C00673,84,6,3456.6900000000005,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C00674,19,4,1386.67,VIP,1,2,3,123,2.0,About to Sleep
C00675,405,4,1574.6399999999999,Regular,5,2,3,523,3.3333333333333335,New Customers
C00676,72,5,1043.49,Regular,2,3,2,232,2.3333333333333335,Others
C00677,13,4,851.42,Regular,1,2,2,122,1.6666666666666667,About to Sleep
C00678,256,5,642.03,Occasional,5,3,1,531,3.0,Potential Loyalists
C00679,17,7,2273.64,Occasional,1,4,4,144,3.0,Loyal Customers
C00680,50,5,1494.6399999999999,Regular,2,3,3,233,2.6666666666666665,At Risk
C00681,30,5,2279.1,Regular,1,3,4,134,2.6666666666666665,At Risk
C00682,63,9,4912.02,Regular,2,5,5,255,4.0,Loyal Customers
C00683,50,8,5973.900000000001,VIP,2,5,5,255,4.0,Loyal Customers
C00684,18,10,7234.6,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00685,506,3,122.09,VIP,5,1,1,511,2.3333333333333335,New Customers
C00686,35,7,5238.17,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C00687,30,3,426.01,Regular,1,1,1,111,1.0,About to Sleep
C00688,111,3,1610.1200000000001,Regular,3,1,3,313,2.3333333333333335,Others
C00689,203,5,948.6899999999999,Occasional,4,3,2,432,3.0,Potential Loyalists
C00690,25,2,7135.5599999999995,Regular,1,1,5,115,2.3333333333333335,About to Sleep
C00691,32,6,3938.21,VIP,2,4,5,245,3.6666666666666665,Loyal Customers
C00692,287,3,534.24,Occasional,5,1,1,511,2.3333333333333335,New Customers
C00693,421,3,2578.1800000000003,Regular,5,1,4,514,3.3333333333333335,New Customers
C00694,27,3,845.75,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C00695,545,1,59.31,Regular,5,1,1,511,2.3333333333333335,New Customers
C00696,234,2,731.5699999999999,Regular,5,1,2,512,2.6666666666666665,New Customers
C00697,161,4,900.51,Regular,4,2,2,422,2.6666666666666665,New Customers
C00698,30,9,11029.279999999999,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C00699,680,1,865.22,Regular,5,1,2,512,2.6666666666666665,New Customers
C00700,107,2,496.9,Regular,3,1,1,311,1.6666666666666667,Others
C00701,49,6,5765.58,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C00702,7,6,2753.62,Regular,1,4,4,144,3.0,Loyal Customers
C00703,56,6,2937.04,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C00704,27,7,1622.3899999999999,Regular,1,4,3,143,2.6666666666666665,At Risk
C00705,304,4,1369.88,Regular,5,2,3,523,3.3333333333333335,New Customers
C00706,89,3,966.8,VIP,3,1,2,312,2.0,Others
C00707,85,4,2203.17,Regular,3,2,4,324,3.0,Promising
C00708,40,3,634.3,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C00709,256,2,129.98000000000002,Regular,5,1,1,511,2.3333333333333335,New Customers
C00710,168,7,2826.41,VIP,4,4,4,444,4.0,Champions
C00711,141,6,1087.3200000000002,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C00712,256,6,3849.8499999999995,Regular,5,4,5,545,4.666666666666667,Champions
C00713,98,11,4241.65,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C00714,315,3,1025.04,Regular,5,1,2,512,2.6666666666666665,New Customers
C00715,83,5,7550.42,Occasional,3,3,5,335,3.6666666666666665,Promising
C00716,74,5,840.52,Regular,3,3,2,332,2.6666666666666665,Promising
C00717,222,2,34.86,Regular,4,1,1,411,2.0,New Customers
C00718,241,1,610.12,Regular,5,1,1,511,2.3333333333333335,New Customers
C00719,271,2,288.61,Regular,5,1,1,511,2.3333333333333335,New Customers
