transaction_id,customer_id,customer_type,date,category,product_price,quantity,total_amount,payment_method,device,region,rating,year_month,day_of_week
T002599,C00506,Regular,2024-09-30,Clothing,118.91,1,118.91,Credit Card,Desktop,North America,4,2024-09,Monday
T002600,C00772,Regular,2023-01-16,Home & Garden,25.46,1,25.46,Credit Card,Mobile,Europe,2,2023-01,Monday
T002601,C01836,Regular,2023-08-04,Home & Garden,228.87,1,228.87,Credit Card,Desktop,Asia,5,2023-08,Friday
T002602,C01661,VIP,2023-04-27,Home & Garden,322.03,2,644.07,PayPal,Tablet,North America,4,2023-04,Thursday
T002603,C01470,Regular,2024-11-12,Beauty,59.6,3,178.79,Debit Card,Tablet,Asia,4,2024-11,Tuesday
T002604,C00042,Regular,2023-02-10,Clothing,77.97,2,155.93,Credit Card,Desktop,North America,4,2023-02,Friday
T002605,C01170,Regular,2023-10-25,Electronics,946.04,2,1892.07,Credit Card,Desktop,Europe,5,2023-10,Wednesday
T002606,C00580,Regular,2024-11-29,Books,60.76,2,121.52,Credit Card,Mobile,Others,3,2024-11,Friday
T002607,C00350,Regular,2023-03-01,Electronics,618.67,1,618.67,PayPal,Mobile,North America,5,2023-03,Wednesday
T002608,C01412,Regular,2023-10-13,Books,35.86,1,35.86,PayPal,Mobile,Asia,3,2023-10,Friday
T002609,C00836,Occasional,2024-04-20,Home & Garden,100.75,2,201.49,PayPal,Mobile,Asia,4,2024-04,Saturday
T002610,C00099,Regular,2023-09-01,Beauty,11.68,1,11.68,Bank Transfer,Tablet,Asia,4,2023-09,Friday
T002611,C01747,Regular,2023-01-24,Home & Garden,255.57,1,255.57,PayPal,Mobile,Asia,4,2023-01,Tuesday
T002612,C01378,Occasional,2024-01-23,Clothing,99.74,1,99.74,PayPal,Desktop,Asia,5,2024-01,Tuesday
T002613,C01797,Occasional,2024-10-01,Sports,53.25,2,106.49,Credit Card,Mobile,Europe,5,2024-10,Tuesday
T002614,C00186,Regular,2024-06-27,Home & Garden,356.9,1,356.9,Credit Card,Mobile,Others,5,2024-06,Thursday
T002615,C01235,Regular,2024-11-30,Beauty,17.95,2,35.91,Credit Card,Desktop,North America,2,2024-11,Saturday
T002616,C01669,Occasional,2023-10-29,Home & Garden,224.44,1,224.44,Credit Card,Mobile,North America,5,2023-10,Sunday
T002617,C01978,Occasional,2024-06-10,Electronics,387.37,1,387.37,Bank Transfer,Mobile,Asia,4,2024-06,Monday
T002618,C00333,Regular,2024-01-07,Sports,203.8,1,203.8,Credit Card,Desktop,Asia,5,2024-01,Sunday
T002619,C00798,Occasional,2024-12-28,Home & Garden,185.72,2,371.43,Credit Card,Mobile,Europe,5,2024-12,Saturday
T002620,C00932,Regular,2023-02-21,Beauty,78.68,1,78.68,Credit Card,Mobile,Europe,5,2023-02,Tuesday
T002621,C01141,Regular,2023-01-01,Sports,388.83,1,388.83,Credit Card,Desktop,North America,5,2023-01,Sunday
T002622,C01939,Regular,2024-02-07,Home & Garden,135.72,3,407.15,PayPal,Desktop,Asia,5,2024-02,Wednesday
T002623,C00019,VIP,2024-05-09,Home & Garden,382.02,2,764.04,Credit Card,Desktop,Asia,5,2024-05,Thursday
T002624,C01359,Occasional,2023-07-28,Home & Garden,282.54,2,565.07,Credit Card,Mobile,Asia,5,2023-07,Friday
T002625,C01778,VIP,2024-01-15,Books,69.76,4,279.03,Credit Card,Mobile,North America,4,2024-01,Monday
T002626,C00694,Occasional,2023-03-10,Home & Garden,267.38,1,267.38,Credit Card,Tablet,Others,5,2023-03,Friday
T002627,C01197,Regular,2024-07-21,Sports,594.66,1,594.66,Credit Card,Mobile,Asia,5,2024-07,Sunday
T002628,C00736,Occasional,2023-10-19,Clothing,148.17,1,148.17,Credit Card,Mobile,North America,3,2023-10,Thursday
T002629,C01119,VIP,2024-02-13,Clothing,204.27,1,204.27,PayPal,Mobile,Europe,5,2024-02,Tuesday
T002630,C01208,Regular,2024-02-21,Electronics,1156.87,2,2313.75,Debit Card,Desktop,Europe,5,2024-02,Wednesday
T002631,C00120,Regular,2024-11-03,Sports,232.57,3,697.7,Credit Card,Mobile,Asia,5,2024-11,Sunday
T002632,C01363,Occasional,2024-02-13,Sports,68.56,1,68.56,Credit Card,Mobile,North America,4,2024-02,Tuesday
T002633,C01860,Regular,2024-06-13,Home & Garden,251.01,1,251.01,Credit Card,Mobile,Europe,5,2024-06,Thursday
T002634,C00985,Occasional,2024-09-05,Sports,316.15,1,316.15,Credit Card,Mobile,North America,5,2024-09,Thursday
T002635,C00462,Occasional,2023-12-09,Home & Garden,398.81,1,398.81,PayPal,Desktop,Others,5,2023-12,Saturday
T002636,C01838,Occasional,2023-11-17,Electronics,1420.57,1,1420.57,PayPal,Mobile,North America,5,2023-11,Friday
T002637,C00480,Occasional,2023-08-01,Beauty,62.2,1,62.2,PayPal,Mobile,North America,5,2023-08,Tuesday
T002638,C00476,Regular,2024-05-12,Books,37.02,1,37.02,Credit Card,Mobile,North America,3,2024-05,Sunday
T002639,C00491,Regular,2024-04-15,Beauty,49.83,1,49.83,Credit Card,Desktop,Asia,2,2024-04,Monday
T002640,C01714,Occasional,2023-11-21,Home & Garden,141.25,1,141.25,Credit Card,Desktop,Asia,5,2023-11,Tuesday
T002641,C00374,VIP,2023-01-12,Home & Garden,189.79,4,759.17,Bank Transfer,Desktop,Europe,4,2023-01,Thursday
T002642,C01601,Occasional,2024-03-27,Home & Garden,66.49,1,66.49,Debit Card,Desktop,North America,5,2024-03,Wednesday
T002643,C01763,Regular,2023-11-15,Home & Garden,449.23,1,449.23,Credit Card,Mobile,Europe,4,2023-11,Wednesday
T002644,C01977,Regular,2023-10-11,Clothing,47.11,1,47.11,Credit Card,Tablet,Europe,4,2023-10,Wednesday
T002645,C01827,Regular,2023-03-08,Clothing,39.57,1,39.57,Bank Transfer,Mobile,Asia,3,2023-03,Wednesday
T002646,C00977,Regular,2023-07-30,Books,18.28,1,18.28,PayPal,Mobile,Europe,4,2023-07,Sunday
T002647,C01597,Occasional,2023-08-19,Home & Garden,193.72,2,387.45,Bank Transfer,Desktop,Asia,5,2023-08,Saturday
T002648,C01338,Regular,2023-01-11,Home & Garden,314.93,1,314.93,Debit Card,Desktop,Asia,5,2023-01,Wednesday
T002649,C01245,Occasional,2024-06-01,Books,52.71,1,52.71,Credit Card,Mobile,North America,3,2024-06,Saturday
T002650,C01631,Regular,2024-05-09,Clothing,87.68,1,87.68,Credit Card,Desktop,Asia,5,2024-05,Thursday
T002651,C01056,Regular,2024-09-27,Clothing,185.91,1,185.91,PayPal,Desktop,Europe,3,2024-09,Friday
T002652,C01081,Regular,2023-05-15,Beauty,78.11,2,156.22,Credit Card,Desktop,Europe,4,2023-05,Monday
T002653,C00985,Regular,2023-10-07,Beauty,62.86,2,125.72,Credit Card,Desktop,Europe,3,2023-10,Saturday
T002654,C00947,VIP,2023-05-16,Clothing,427.8,2,855.6,Credit Card,Tablet,North America,4,2023-05,Tuesday
T002655,C01666,Regular,2023-02-09,Books,39.48,2,78.96,Credit Card,Mobile,Europe,4,2023-02,Thursday
T002656,C00886,VIP,2024-02-28,Books,79.03,2,158.06,Credit Card,Tablet,Asia,4,2024-02,Wednesday
T002657,C00913,Occasional,2023-09-13,Beauty,39.44,1,39.44,PayPal,Mobile,Europe,3,2023-09,Wednesday
T002658,C01887,VIP,2023-11-04,Sports,61.35,2,122.7,Credit Card,Mobile,North America,4,2023-11,Saturday
T002659,C00960,VIP,2023-07-26,Sports,377.56,1,377.56,PayPal,Mobile,Europe,5,2023-07,Wednesday
T002660,C01354,Regular,2023-08-26,Clothing,172.68,1,172.68,Credit Card,Mobile,Asia,4,2023-08,Saturday
T002661,C01638,Regular,2023-08-08,Books,30.5,1,30.5,Credit Card,Mobile,Europe,5,2023-08,Tuesday
T002662,C00959,Occasional,2023-04-24,Electronics,477.45,1,477.45,Credit Card,Mobile,North America,5,2023-04,Monday
T002663,C01598,Occasional,2024-06-19,Books,26.59,2,53.18,Credit Card,Mobile,North America,3,2024-06,Wednesday
T002664,C01630,VIP,2024-04-03,Beauty,155.43,1,155.43,Bank Transfer,Mobile,North America,5,2024-04,Wednesday
T002665,C00197,Regular,2024-05-06,Beauty,57.47,2,114.93,Credit Card,Desktop,Asia,4,2024-05,Monday
T002666,C01231,Regular,2023-11-09,Beauty,35.21,2,70.42,PayPal,Mobile,Europe,3,2023-11,Thursday
T002667,C01097,VIP,2024-11-28,Home & Garden,323.32,2,646.64,Credit Card,Mobile,Europe,5,2024-11,Thursday
T002668,C00082,Occasional,2024-10-14,Beauty,74.59,1,74.59,Credit Card,Mobile,Europe,5,2024-10,Monday
T002669,C00411,Regular,2024-08-29,Home & Garden,207.09,1,207.09,PayPal,Desktop,Asia,5,2024-08,Thursday
T002670,C01946,Regular,2023-08-19,Sports,654.34,2,1308.68,PayPal,Mobile,North America,5,2023-08,Saturday
T002671,C00271,Regular,2023-07-31,Clothing,89.52,1,89.52,Credit Card,Mobile,Europe,3,2023-07,Monday
T002672,C00240,Regular,2023-11-07,Beauty,26.41,1,26.41,Debit Card,Desktop,Europe,5,2023-11,Tuesday
T002673,C00507,Occasional,2023-06-09,Electronics,140.8,1,140.8,Bank Transfer,Desktop,North America,5,2023-06,Friday
T002674,C00438,Regular,2023-10-12,Sports,347.45,2,694.89,Credit Card,Tablet,North America,4,2023-10,Thursday
T002675,C01541,Regular,2023-08-18,Sports,98.4,1,98.4,Bank Transfer,Mobile,Asia,4,2023-08,Friday
T002676,C00128,Regular,2024-11-16,Sports,297.72,1,297.72,Credit Card,Mobile,North America,5,2024-11,Saturday
T002677,C01640,Occasional,2024-02-22,Books,21.68,1,21.68,Credit Card,Tablet,Europe,4,2024-02,Thursday
T002678,C01362,Occasional,2024-06-25,Electronics,1027.27,1,1027.27,Debit Card,Desktop,Europe,5,2024-06,Tuesday
T002679,C00256,Occasional,2024-06-17,Beauty,47.46,1,47.46,PayPal,Mobile,Europe,4,2024-06,Monday
T002680,C00681,Regular,2024-03-11,Books,42.08,1,42.08,Credit Card,Desktop,North America,5,2024-03,Monday
T002681,C01458,Regular,2023-05-09,Sports,43.24,2,86.47,Credit Card,Mobile,Asia,2,2023-05,Tuesday
T002682,C01779,Regular,2023-12-23,Home & Garden,151.03,3,453.09,Debit Card,Desktop,North America,4,2023-12,Saturday
T002683,C00096,Regular,2024-01-16,Sports,416.38,1,416.38,Debit Card,Desktop,Asia,5,2024-01,Tuesday
T002684,C01605,Regular,2024-11-26,Beauty,18.31,3,54.94,Debit Card,Desktop,Asia,3,2024-11,Tuesday
T002685,C01911,Regular,2024-07-22,Sports,144.54,2,289.09,Debit Card,Desktop,Asia,5,2024-07,Monday
T002686,C00568,Regular,2023-04-24,Electronics,110.04,2,220.08,Bank Transfer,Mobile,Asia,4,2023-04,Monday
T002687,C00325,Regular,2024-05-02,Clothing,122.15,2,244.3,Credit Card,Mobile,Europe,4,2024-05,Thursday
T002688,C01138,Occasional,2023-03-03,Books,9.41,1,9.41,PayPal,Mobile,North America,4,2023-03,Friday
T002689,C01904,Regular,2023-09-29,Home & Garden,81.7,1,81.7,Credit Card,Desktop,Europe,5,2023-09,Friday
T002690,C00037,Regular,2024-12-24,Books,59.99,1,59.99,Debit Card,Mobile,Europe,4,2024-12,Tuesday
T002691,C01546,Regular,2023-02-07,Home & Garden,229.35,2,458.71,Debit Card,Mobile,North America,4,2023-02,Tuesday
T002692,C01040,Regular,2024-11-09,Clothing,48.85,1,48.85,Bank Transfer,Mobile,North America,2,2024-11,Saturday
T002693,C00571,VIP,2023-03-13,Beauty,99.63,2,199.26,Bank Transfer,Desktop,North America,5,2023-03,Monday
T002694,C00621,Regular,2023-04-22,Books,36.81,1,36.81,PayPal,Mobile,Asia,3,2023-04,Saturday
T002695,C01891,Regular,2024-12-13,Home & Garden,487.82,1,487.82,Credit Card,Desktop,Europe,5,2024-12,Friday
T002696,C01829,Occasional,2023-02-01,Home & Garden,16.2,1,16.2,Credit Card,Tablet,North America,4,2023-02,Wednesday
T002697,C01799,Occasional,2023-12-28,Books,13.52,1,13.52,Credit Card,Desktop,North America,4,2023-12,Thursday
T002698,C01460,Regular,2023-01-06,Clothing,163.06,2,326.12,Credit Card,Mobile,Europe,4,2023-01,Friday
T002699,C01174,Regular,2024-07-30,Beauty,102.95,2,205.89,Credit Card,Mobile,North America,5,2024-07,Tuesday
T002700,C01759,Regular,2024-05-28,Clothing,81.57,1,81.57,Debit Card,Desktop,Europe,5,2024-05,Tuesday
T002701,C01907,Regular,2023-01-08,Sports,84.46,1,84.46,Bank Transfer,Desktop,North America,5,2023-01,Sunday
T002702,C01046,Regular,2024-04-16,Beauty,66.1,1,66.1,Credit Card,Mobile,North America,5,2024-04,Tuesday
T002703,C01326,Regular,2024-04-16,Home & Garden,407.58,1,407.58,Debit Card,Mobile,Europe,5,2024-04,Tuesday
T002704,C01571,Regular,2024-08-10,Electronics,923.83,1,923.83,Credit Card,Mobile,North America,4,2024-08,Saturday
T002705,C00836,Regular,2024-05-03,Beauty,18.24,2,36.48,Bank Transfer,Mobile,North America,4,2024-05,Friday
T002706,C01143,Regular,2023-08-02,Sports,74.15,1,74.15,Debit Card,Mobile,Europe,4,2023-08,Wednesday
T002707,C00599,Regular,2024-03-24,Books,37.5,2,75.0,Credit Card,Mobile,Europe,3,2024-03,Sunday
T002708,C00173,Regular,2023-11-18,Home & Garden,365.69,2,731.37,Credit Card,Mobile,Asia,4,2023-11,Saturday
T002709,C00844,Regular,2023-02-09,Books,16.43,1,16.43,Debit Card,Desktop,Asia,3,2023-02,Thursday
T002710,C01974,Regular,2023-07-29,Clothing,286.83,1,286.83,Credit Card,Desktop,Europe,5,2023-07,Saturday
T002711,C01730,Regular,2023-11-23,Beauty,64.05,1,64.05,Credit Card,Mobile,Europe,5,2023-11,Thursday
T002712,C01895,Occasional,2024-06-20,Clothing,24.74,1,24.74,Credit Card,Tablet,North America,3,2024-06,Thursday
T002713,C01854,Regular,2024-11-11,Books,64.11,1,64.11,PayPal,Desktop,North America,4,2024-11,Monday
T002714,C01120,VIP,2024-03-14,Home & Garden,462.69,3,1388.07,Credit Card,Mobile,Europe,5,2024-03,Thursday
T002715,C00713,Regular,2024-06-18,Clothing,66.69,2,133.38,Credit Card,Desktop,Asia,5,2024-06,Tuesday
T002716,C00671,Regular,2024-12-22,Beauty,54.25,2,108.5,Debit Card,Desktop,North America,4,2024-12,Sunday
T002717,C00791,Regular,2023-10-15,Sports,409.88,1,409.88,Debit Card,Desktop,Europe,5,2023-10,Sunday
T002718,C01591,Regular,2024-12-03,Sports,73.48,1,73.48,PayPal,Mobile,Europe,5,2024-12,Tuesday
T002719,C01191,Regular,2023-04-15,Clothing,230.54,2,461.08,PayPal,Mobile,Europe,5,2023-04,Saturday
T002720,C00868,Regular,2024-03-04,Electronics,396.16,1,396.16,Credit Card,Mobile,Asia,5,2024-03,Monday
T002721,C01820,Regular,2023-02-04,Home & Garden,295.72,2,591.44,PayPal,Mobile,Asia,5,2023-02,Saturday
T002722,C01509,Occasional,2024-03-13,Clothing,40.72,1,40.72,Credit Card,Mobile,North America,4,2024-03,Wednesday
T002723,C01314,Regular,2023-08-09,Electronics,460.83,2,921.66,Bank Transfer,Mobile,Asia,5,2023-08,Wednesday
T002724,C01340,Occasional,2023-03-06,Books,9.57,1,9.57,Credit Card,Mobile,Europe,4,2023-03,Monday
T002725,C01486,VIP,2023-02-13,Sports,702.43,1,702.43,PayPal,Mobile,Europe,4,2023-02,Monday
T002726,C00006,Occasional,2024-11-23,Electronics,778.83,1,778.83,Credit Card,Desktop,Asia,5,2024-11,Saturday
T002727,C01592,Regular,2023-06-28,Sports,485.21,2,970.43,PayPal,Desktop,North America,5,2023-06,Wednesday
T002728,C00381,Occasional,2024-11-11,Beauty,11.92,1,11.92,Credit Card,Desktop,Europe,4,2024-11,Monday
T002729,C00565,VIP,2024-08-04,Books,98.11,2,196.22,Credit Card,Desktop,Europe,4,2024-08,Sunday
T002730,C00576,VIP,2024-06-30,Books,88.24,4,352.94,Debit Card,Mobile,Asia,4,2024-06,Sunday
T002731,C01111,Regular,2023-06-07,Beauty,104.76,2,209.52,Debit Card,Desktop,Europe,5,2023-06,Wednesday
T002732,C01532,Regular,2023-10-08,Clothing,210.83,2,421.66,Credit Card,Mobile,Others,4,2023-10,Sunday
T002733,C01409,Regular,2024-03-13,Clothing,175.94,1,175.94,Credit Card,Desktop,North America,4,2024-03,Wednesday
T002734,C01946,Regular,2024-02-14,Electronics,1063.63,1,1063.63,Debit Card,Desktop,Asia,5,2024-02,Wednesday
T002735,C00685,VIP,2023-06-14,Beauty,83.17,1,83.17,PayPal,Mobile,Asia,5,2023-06,Wednesday
T002736,C00701,Regular,2024-02-07,Sports,203.95,2,407.9,Debit Card,Mobile,North America,5,2024-02,Wednesday
T002737,C01467,Regular,2023-08-06,Beauty,112.71,1,112.71,PayPal,Mobile,Europe,5,2023-08,Sunday
T002738,C01879,VIP,2023-05-26,Home & Garden,390.49,4,1561.96,Credit Card,Mobile,North America,5,2023-05,Friday
T002739,C01245,VIP,2023-03-28,Books,46.86,3,140.58,PayPal,Desktop,North America,4,2023-03,Tuesday
T002740,C01267,Regular,2023-06-15,Clothing,284.03,1,284.03,Bank Transfer,Tablet,Europe,4,2023-06,Thursday
T002741,C01746,VIP,2024-03-01,Sports,722.0,2,1444.0,Credit Card,Mobile,Asia,5,2024-03,Friday
T002742,C00053,Occasional,2024-08-30,Beauty,102.25,1,102.25,Credit Card,Desktop,North America,3,2024-08,Friday
T002743,C00422,Regular,2024-03-26,Home & Garden,399.84,2,799.67,PayPal,Mobile,North America,5,2024-03,Tuesday
T002744,C01926,Regular,2024-06-01,Electronics,400.67,1,400.67,Debit Card,Desktop,Europe,5,2024-06,Saturday
T002745,C01681,Occasional,2024-03-20,Beauty,70.71,1,70.71,Credit Card,Mobile,Europe,5,2024-03,Wednesday
T002746,C00094,VIP,2023-11-01,Electronics,1329.17,3,3987.5,PayPal,Mobile,Europe,4,2023-11,Wednesday
T002747,C01846,Regular,2023-04-18,Home & Garden,35.04,1,35.04,Credit Card,Mobile,North America,5,2023-04,Tuesday
T002748,C01772,Regular,2023-07-08,Clothing,239.46,1,239.46,Bank Transfer,Mobile,North America,5,2023-07,Saturday
T002749,C00239,Regular,2024-09-01,Home & Garden,72.64,1,72.64,PayPal,Desktop,Europe,4,2024-09,Sunday
T002750,C01155,Regular,2024-12-28,Beauty,66.75,2,133.49,Credit Card,Mobile,Asia,4,2024-12,Saturday
T002751,C01370,Regular,2023-03-19,Home & Garden,312.06,1,312.06,Credit Card,Mobile,Europe,5,2023-03,Sunday
T002752,C01518,VIP,2023-09-24,Sports,1001.91,4,4007.66,Bank Transfer,Mobile,North America,5,2023-09,Sunday
T002753,C00649,VIP,2023-07-14,Clothing,36.46,1,36.46,Bank Transfer,Mobile,Europe,5,2023-07,Friday
T002754,C00353,Regular,2024-05-28,Home & Garden,199.44,1,199.44,Credit Card,Mobile,Asia,4,2024-05,Tuesday
T002755,C00574,VIP,2024-10-26,Beauty,191.3,1,191.3,PayPal,Mobile,Europe,4,2024-10,Saturday
T002756,C00196,Regular,2024-01-26,Beauty,76.62,1,76.62,Credit Card,Mobile,North America,4,2024-01,Friday
T002757,C00960,Regular,2024-12-27,Home & Garden,382.02,1,382.02,Credit Card,Desktop,Others,4,2024-12,Friday
T002758,C00027,Regular,2023-03-07,Sports,222.34,2,444.69,Debit Card,Tablet,Others,5,2023-03,Tuesday
T002759,C01904,VIP,2024-01-15,Books,10.55,3,31.66,Credit Card,Mobile,North America,2,2024-01,Monday
T002760,C01973,Regular,2023-11-27,Beauty,131.75,2,263.51,Credit Card,Mobile,Europe,5,2023-11,Monday
T002761,C01327,Occasional,2024-04-17,Books,47.86,2,95.72,Credit Card,Mobile,North America,4,2024-04,Wednesday
T002762,C01126,Regular,2024-09-16,Electronics,882.98,1,882.98,Bank Transfer,Tablet,Asia,5,2024-09,Monday
T002763,C01110,Regular,2023-03-25,Clothing,149.28,1,149.28,Credit Card,Mobile,Asia,5,2023-03,Saturday
T002764,C01694,Regular,2023-10-12,Books,8.53,3,25.6,Credit Card,Mobile,North America,5,2023-10,Thursday
T002765,C01365,Regular,2023-09-02,Beauty,83.51,1,83.51,Debit Card,Mobile,Europe,4,2023-09,Saturday
T002766,C00521,Occasional,2024-03-25,Books,22.23,1,22.23,Debit Card,Desktop,Europe,4,2024-03,Monday
T002767,C00567,Regular,2024-11-21,Clothing,366.61,1,366.61,Debit Card,Desktop,North America,5,2024-11,Thursday
T002768,C00908,Regular,2023-11-12,Books,76.19,2,152.37,Credit Card,Mobile,North America,4,2023-11,Sunday
T002769,C01877,Regular,2024-05-16,Electronics,1358.27,1,1358.27,Bank Transfer,Mobile,Europe,4,2024-05,Thursday
T002770,C01348,Occasional,2023-05-25,Clothing,163.55,1,163.55,Bank Transfer,Mobile,Europe,3,2023-05,Thursday
T002771,C00532,Occasional,2023-01-05,Electronics,505.63,1,505.63,Credit Card,Desktop,Asia,4,2023-01,Thursday
T002772,C00228,VIP,2024-01-11,Home & Garden,407.47,3,1222.41,PayPal,Mobile,North America,4,2024-01,Thursday
T002773,C01724,Occasional,2024-09-27,Sports,232.55,1,232.55,Debit Card,Mobile,Asia,5,2024-09,Friday
T002774,C01444,Regular,2023-11-16,Home & Garden,319.53,2,639.07,Credit Card,Desktop,Asia,4,2023-11,Thursday
T002775,C00458,Regular,2023-07-27,Clothing,179.69,2,359.37,Credit Card,Desktop,North America,5,2023-07,Thursday
T002776,C01801,Occasional,2023-03-10,Sports,306.1,1,306.1,Credit Card,Desktop,Others,5,2023-03,Friday
T002777,C00327,Regular,2023-08-31,Beauty,112.45,2,224.91,Debit Card,Desktop,North America,3,2023-08,Thursday
T002778,C01125,Occasional,2023-07-15,Clothing,53.86,1,53.86,Credit Card,Mobile,Asia,5,2023-07,Saturday
T002779,C01524,Regular,2023-08-20,Sports,33.6,1,33.6,Debit Card,Mobile,North America,3,2023-08,Sunday
T002780,C00088,Regular,2024-09-20,Books,41.68,1,41.68,Debit Card,Mobile,North America,4,2024-09,Friday
T002781,C00914,Occasional,2023-03-28,Beauty,22.25,1,22.25,Credit Card,Mobile,North America,2,2023-03,Tuesday
T002782,C01425,Regular,2024-11-03,Sports,698.44,1,698.44,Debit Card,Mobile,North America,4,2024-11,Sunday
T002783,C00059,Regular,2023-02-22,Electronics,391.55,2,783.1,Bank Transfer,Mobile,Europe,5,2023-02,Wednesday
T002784,C00911,Regular,2024-04-05,Clothing,31.18,1,31.18,Debit Card,Desktop,Asia,2,2024-04,Friday
T002785,C00650,VIP,2023-06-06,Home & Garden,623.81,2,1247.62,Bank Transfer,Mobile,Europe,5,2023-06,Tuesday
T002786,C01254,Regular,2024-07-02,Beauty,43.73,1,43.73,Credit Card,Desktop,Europe,4,2024-07,Tuesday
T002787,C00290,Regular,2023-07-28,Beauty,9.96,3,29.87,Credit Card,Mobile,Asia,5,2023-07,Friday
T002788,C00317,Regular,2023-01-21,Books,25.71,1,25.71,Credit Card,Mobile,North America,5,2023-01,Saturday
T002789,C00713,Occasional,2024-07-29,Beauty,30.02,1,30.02,Debit Card,Desktop,Europe,5,2024-07,Monday
T002790,C01516,Regular,2023-02-10,Electronics,850.55,1,850.55,PayPal,Tablet,Europe,4,2023-02,Friday
T002791,C01948,Regular,2023-11-03,Home & Garden,429.56,1,429.56,Credit Card,Mobile,Asia,5,2023-11,Friday
T002792,C01215,Occasional,2023-06-25,Clothing,186.83,1,186.83,PayPal,Mobile,Europe,4,2023-06,Sunday
T002793,C01962,Regular,2024-04-17,Electronics,237.67,1,237.67,Credit Card,Desktop,Europe,5,2024-04,Wednesday
T002794,C00888,Occasional,2024-12-19,Beauty,54.58,1,54.58,Credit Card,Desktop,Asia,3,2024-12,Thursday
T002795,C01586,Regular,2024-06-02,Books,32.22,1,32.22,Debit Card,Mobile,North America,5,2024-06,Sunday
T002796,C01113,Regular,2023-05-03,Beauty,121.49,2,242.98,Credit Card,Tablet,Europe,4,2023-05,Wednesday
T002797,C01159,Regular,2023-07-21,Books,49.98,1,49.98,Credit Card,Mobile,Europe,2,2023-07,Friday
T002798,C01623,Regular,2023-07-21,Electronics,634.84,2,1269.67,Debit Card,Mobile,North America,4,2023-07,Friday
T002799,C00789,Occasional,2024-01-12,Beauty,26.05,1,26.05,Credit Card,Mobile,Asia,3,2024-01,Friday
T002800,C01449,Regular,2024-07-28,Sports,49.91,1,49.91,Credit Card,Desktop,Europe,3,2024-07,Sunday
T002801,C01418,Regular,2024-10-26,Clothing,183.16,1,183.16,Debit Card,Mobile,Europe,5,2024-10,Saturday
T002802,C00910,Occasional,2024-04-01,Clothing,167.23,2,334.45,Debit Card,Mobile,Others,4,2024-04,Monday
T002803,C00299,Regular,2024-11-22,Beauty,65.69,1,65.69,Credit Card,Mobile,North America,4,2024-11,Friday
T002804,C01724,Regular,2024-01-05,Beauty,31.96,3,95.88,Credit Card,Desktop,Europe,4,2024-01,Friday
T002805,C00190,VIP,2023-03-17,Home & Garden,542.53,3,1627.6,Credit Card,Desktop,Europe,5,2023-03,Friday
T002806,C00606,Regular,2023-12-09,Books,6.64,1,6.64,PayPal,Mobile,Europe,2,2023-12,Saturday
T002807,C01103,Regular,2024-11-27,Home & Garden,162.03,2,324.07,Credit Card,Mobile,North America,4,2024-11,Wednesday
T002808,C01181,Regular,2023-06-23,Electronics,1377.01,1,1377.01,PayPal,Mobile,North America,4,2023-06,Friday
T002809,C01158,Occasional,2024-05-09,Home & Garden,203.38,1,203.38,PayPal,Mobile,Europe,5,2024-05,Thursday
T002810,C01918,VIP,2024-07-31,Books,88.89,3,266.68,Bank Transfer,Desktop,North America,4,2024-07,Wednesday
T002811,C01285,Regular,2023-03-21,Clothing,99.75,1,99.75,Credit Card,Mobile,Europe,3,2023-03,Tuesday
T002812,C00133,Occasional,2023-09-21,Sports,104.94,1,104.94,PayPal,Mobile,North America,5,2023-09,Thursday
T002813,C00325,Regular,2024-04-25,Home & Garden,294.95,3,884.85,PayPal,Desktop,Asia,5,2024-04,Thursday
T002814,C00896,Regular,2023-03-11,Books,10.51,1,10.51,Bank Transfer,Mobile,North America,3,2023-03,Saturday
T002815,C00829,Regular,2023-02-12,Beauty,18.68,1,18.68,Credit Card,Desktop,Europe,4,2023-02,Sunday
T002816,C00878,Regular,2023-10-07,Sports,63.92,1,63.92,Credit Card,Desktop,North America,4,2023-10,Saturday
T002817,C01870,Occasional,2023-06-14,Books,50.55,1,50.55,Credit Card,Mobile,North America,5,2023-06,Wednesday
T002818,C01271,Occasional,2024-09-21,Books,38.34,2,76.68,Credit Card,Mobile,North America,4,2024-09,Saturday
T002819,C01524,Regular,2023-03-24,Sports,167.27,1,167.27,Credit Card,Mobile,Asia,4,2023-03,Friday
T002820,C00136,Regular,2023-11-26,Electronics,713.74,1,713.74,Bank Transfer,Tablet,Europe,5,2023-11,Sunday
T002821,C00278,Regular,2024-02-10,Clothing,162.01,1,162.01,Credit Card,Mobile,Asia,5,2024-02,Saturday
T002822,C00232,Regular,2024-03-21,Books,44.35,2,88.71,Debit Card,Desktop,North America,4,2024-03,Thursday
T002823,C01165,Regular,2023-10-15,Home & Garden,339.74,2,679.49,PayPal,Desktop,Europe,4,2023-10,Sunday
T002824,C00219,Regular,2024-10-09,Home & Garden,249.26,1,249.26,Bank Transfer,Mobile,Asia,5,2024-10,Wednesday
T002825,C00585,Regular,2024-06-22,Books,46.16,1,46.16,PayPal,Mobile,Europe,5,2024-06,Saturday
T002826,C01447,VIP,2023-06-06,Beauty,128.39,3,385.18,Debit Card,Mobile,Asia,5,2023-06,Tuesday
